"","Date","Away_team","Away_score","Home_team","Home_score","score_diff","site","nuetral","Home_conference","Away_conference"
"257",2021-11-12,"Eastern Illinois",44,"Saint Louis",86,42,"Saint Louis",0,"Atlantic 10","Ohio Valley"
"258",2021-11-12,"Eastern Washington",76,"UC Davis",84,8,"UC Davis",0,"Big West","Big Sky"
"259",2021-11-12,"Evergreen St.",44,"Portland St.",100,56,"Portland St.",0,"Big Sky",NA
"260",2021-11-12,"Fordham",60,"Manhattan",66,6,"Manhattan",0,"Metro Atlantic Athletic","Atlantic 10"
"261",2021-11-12,"Furman",80,"Louisville",72,-8,"Louisville",0,"Atlantic Coast","Southern"
"262",2021-11-12,"George Fox",85,"Idaho",95,10,"Idaho",0,"Big Sky",NA
"263",2021-11-12,"Gordon",61,"Boston University",85,24,"Boston University",0,"Patriot League",NA
"264",2021-11-12,"Grambling St.",62,"Texas Tech",88,26,"Texas Tech",0,"Big 12","Southwest Athletic"
"265",2021-11-12,"Green Bay",34,"Wisconsin",72,38,"Wisconsin",0,"Big Ten","Horizon League"
"266",2021-11-12,"Guilford",68,"UNC Wilmington",77,9,"UNC Wilmington",0,"Colonial Athletic Association",NA
"267",2021-11-12,"Hartford",67,"Campbell",68,1,"Durham, NC",1,"Big South","America East"
"268",2021-11-12,"High Point",60,"Northwestern",95,35,"Northwestern",0,"Big Ten","Big South"
"269",2021-11-12,"Holy Cross",55,"Boston College",85,30,"Boston College",0,"Atlantic Coast","Patriot League"
"270",2021-11-12,"Idaho St.",60,"Pepperdine",65,5,"Pepperdine",0,"West Coast","Big Sky"
"271",2021-11-12,"Illinois St.",98,"Eastern Michigan",103,5,"Eastern Michigan",0,"Mid-American","Missouri Valley"
"272",2021-11-12,"Incarnate Word",60,"Baylor",87,27,"Baylor",0,"Big 12","Southland"
"273",2021-11-12,"Indiana St.",67,"Purdue",92,25,"Purdue",0,"Big Ten","Missouri Valley"
"274",2021-11-12,"Jackson St.",68,"Louisiana Tech",70,2,"Louisiana Tech",0,"Conference USA","Southwest Athletic"
"275",2021-11-12,"Kent St.",59,"Xavier",73,14,"Xavier",0,"Big East","Mid-American"
"276",2021-11-12,"Lipscomb",77,"Charleston",86,9,"Charleston",0,"Colonial Athletic Association","Atlantic Sun"
"277",2021-11-12,"LIU",60,"Fresno St.",84,24,"Fresno St.",0,"Mountain West","Northeast"
"278",2021-11-12,"Louisiana",66,"Southern Miss",45,-21,"Southern Miss",0,"Conference USA","Sun Belt"
"279",2021-11-12,"Louisiana Monroe",65,"Auburn",93,28,"Auburn",0,"Southeastern","Sun Belt"
"280",2021-11-12,"Maine Farmington",52,"Maine",71,19,"Maine",0,"America East",NA
"281",2021-11-12,"Marist",82,"Columbia",67,-15,"Columbia",0,"Ivy League","Metro Atlantic Athletic"
"282",2021-11-12,"Massachusetts",71,"Yale",91,20,"Yale",0,"Ivy League","Atlantic 10"
"283",2021-11-12,"Morehead St.",71,"UAB",85,14,"UAB",0,"Conference USA","Ohio Valley"
"284",2021-11-12,"Morris",67,"The Citadel",108,41,"The Citadel",0,"Southern",NA
"285",2021-11-12,"Morris",67,"The Citadel",108,41,"The Citadel",0,"Southern",NA
"286",2021-11-12,"New Hampshire",70,"Marquette",75,5,"Marquette",0,"Big East","America East"
"287",2021-11-12,"Niagara",74,"Ohio St.",84,10,"Ohio St.",0,"Big Ten","Metro Atlantic Athletic"
"288",2021-11-12,"North Dakota St.",60,"Cal Poly",57,-3,"Cal Poly",0,"Big West","Summit League"
"289",2021-11-12,"North Florida",51,"Grand Canyon",65,14,"Grand Canyon",0,"Western Athletic","Atlantic Sun"
"290",2021-11-12,"Northeastern",64,"Georgia St.",83,19,"Georgia St.",0,"Sun Belt","Colonial Athletic Association"
"291",2021-11-12,"Northern Illinois",49,"Indiana",85,36,"Indiana",0,"Big Ten","Mid-American"
"292",2021-11-12,"Oakland",56,"Oklahoma St.",55,-1,"Oklahoma St.",0,"Big 12","Horizon League"
"293",2021-11-12,"Ohio Wesleyan",60,"Bowling Green",101,41,"Bowling Green",0,"Mid-American",NA
"294",2021-11-12,"Oregon St.",50,"Iowa St.",60,10,"Iowa St.",0,"Big 12","Pacific-12"
"295",2021-11-12,"Ottawa AZ",72,"Denver",71,-1,"Denver",0,"Summit League",NA
"296",2021-11-12,"Penn",66,"George Mason",87,21,"George Mason",0,"Atlantic 10","Ivy League"
"297",2021-11-12,"Pittsburgh",59,"West Virginia",74,15,"West Virginia",0,"Big 12","Atlantic Coast"
"298",2021-11-12,"Princeton",66,"South Carolina",62,-4,"Asheville, NC",1,"Southeastern","Ivy League"
"299",2021-11-12,"Radford",52,"Virginia",73,21,"Virginia",0,"Atlantic Coast","Big South"
"300",2021-11-12,"Randolph",62,"Elon",107,45,"Elon",0,"Colonial Athletic Association",NA
"301",2021-11-12,"Rice",46,"Houston",79,33,"Houston",0,"American Athletic","Conference USA"
"302",2021-11-12,"Robert Morris",60,"Kentucky",100,40,"Kentucky",0,"Southeastern","Horizon League"
"303",2021-11-12,"Salisbury",91,"Delaware St.",78,-13,"Delaware St.",0,"Mid-Eastern Athletic",NA
"304",2021-11-12,"Sam Houston St.",65,"Nebraska",74,9,"Nebraska",0,"Big Ten","Western Athletic"
"305",2021-11-12,"San Diego",75,"Nevada",68,-7,"Nevada",0,"Mountain West","West Coast"
"306",2021-11-12,"San Diego St.",60,"BYU",66,6,"BYU",0,"West Coast","Mountain West"
"307",2021-11-12,"Seattle",61,"Washington St.",79,18,"Washington St.",0,"Pacific-12","Western Athletic"
"308",2021-11-12,"SIU Edwardsville",56,"Chicago St.",67,11,"Chicago St.",0,"Western Athletic","Ohio Valley"
"309",2021-11-12,"SMU",63,"Oregon",86,23,"Oregon",0,"Pacific-12","American Athletic"
"310",2021-11-12,"South Carolina St.",65,"Loyola MD",75,10,"Charleston, SC",1,"Patriot League","Mid-Eastern Athletic"
"311",2021-11-12,"South Dakota St.",88,"Alabama",104,16,"Alabama",0,"Southeastern","Summit League"
"312",2021-11-12,"Southeastern Baptist",58,"Southeastern Louisiana",128,70,"Southeastern Louisiana",0,"Southland",NA
"313",2021-11-12,"Southern Utah",76,"Dixie St.",83,7,"Dixie St.",0,"Western Athletic","Big Sky"
"314",2021-11-12,"Southwestern Christian",50,"Oral Roberts",121,71,"Oral Roberts",0,"Summit League",NA
"315",2021-11-12,"Stanford",72,"Santa Clara",88,16,"Santa Clara",0,"West Coast","Pacific-12"
"316",2021-11-12,"Stetson",52,"Georgia Tech",77,25,"Georgia Tech",0,"Atlantic Coast","Atlantic Sun"
"317",2021-11-12,"Tarleton St.",62,"Kansas",88,26,"Kansas",0,"Big 12","Western Athletic"
"318",2021-11-12,"Texas Southern",58,"Saint Mary's",67,9,"Saint Mary's",0,"West Coast","Southwest Athletic"
"319",2021-11-12,"Texas St.",59,"LSU",84,25,"LSU",0,"Southeastern","Sun Belt"
"320",2021-11-12,"Trinity FL",48,"FIU",111,63,"FIU",0,"NCAA",NA
"321",2021-11-12,"UMKC",57,"Iowa",89,32,"Iowa",0,"Big Ten","Western Athletic"
"322",2021-11-12,"UNC Greensboro",70,"Northern Kentucky",69,-1,"Northern Kentucky",0,"Horizon League","Southern"
"323",2021-11-12,"USC Upstate",64,"Charlotte",76,12,"Charlotte",0,"Conference USA","Big South"
"324",2021-11-12,"UT Rio Grande Valley",50,"Arizona",104,54,"Arizona",0,"Pacific-12","Western Athletic"
"325",2021-11-12,"Utah St.",85,"Richmond",74,-11,"Annapolis, MD",1,"Atlantic 10","Mountain West"
"326",2021-11-12,"UTSA",44,"Oklahoma",96,52,"Oklahoma",0,"Big 12","Conference USA"
"327",2021-11-12,"Villanova",77,"UCLA",86,9,"UCLA",0,"Pacific-12","Big East"
"328",2021-11-12,"Virginia Lynchburg",46,"Longwood",80,34,"Longwood",0,"Big South",NA
"329",2021-11-12,"Virginia Tech",77,"Navy",57,-20,"Navy",0,"Patriot League","Atlantic Coast"
"330",2021-11-12,"VMI",72,"Presbyterian",73,1,"Presbyterian",0,"Big South","Southern"
"331",2021-11-12,"Western Carolina",75,"Wake Forest",87,12,"Wake Forest",0,"Atlantic Coast","Southern"
"332",2021-11-12,"Western Kentucky",69,"Minnesota",73,4,"Asheville, NC",1,"Big Ten","Conference USA"
"333",2021-11-12,"Western Michigan",46,"Michigan St.",90,44,"Michigan St.",0,"Big Ten","Mid-American"
"334",2021-11-12,"Western New England",52,"Quinnipiac",103,51,"Quinnipiac",0,"Metro Atlantic Athletic",NA
"335",2021-11-12,"Wofford",68,"Clemson",76,8,"Clemson",0,"Atlantic Coast","Southern"
"336",2021-11-12,"Wright St.",88,"Marshall",96,8,"Marshall",0,"Conference USA","Horizon League"
"337",2021-11-13,"Air Force",59,"Tulsa",58,-1,"Tulsa",0,"American Athletic","Mountain West"
"338",2021-11-13,"Alabama A&M",47,"Jacksonville St.",70,23,"Jacksonville St.",0,"Atlantic Sun","Southwest Athletic"
"339",2021-11-13,"Alabama St.",60,"Missouri St.",78,18,"Missouri St.",0,"Missouri Valley","Southwest Athletic"
"340",2021-11-13,"Albany",64,"La Salle",67,3,"La Salle",0,"Atlantic 10","America East"
"341",2021-11-13,"Alcorn St.",58,"Portland",62,4,"Portland",0,"West Coast","Southwest Athletic"
"342",2021-11-13,"Arizona Christian",67,"Loyola Marymount",74,7,"Loyola Marymount",0,"West Coast","Golden Stat Athletic"
"343",2021-11-13,"Barclay",44,"Houston Baptist",122,78,"Houston Baptist",0,"Southland",NA
"344",2021-11-13,"Bellarmine",59,"Murray St.",78,19,"Murray St.",0,"Ohio Valley","Atlantic Sun"
"345",2021-11-13,"Boise St.",50,"UC Irvine",58,8,"UC Irvine",0,"Big West","Mountain West"
"346",2021-11-13,"Bryn Athyn",42,"Maryland Eastern Shore",91,49,"Maryland Eastern Shore",0,"Mid-Eastern Athletic",NA
"347",2021-11-13,"Cal St. Northridge",52,"Notre Dame",68,16,"Notre Dame",0,"Atlantic Coast","Big West"
"348",2021-11-13,"California",52,"UNLV",55,3,"UNLV",0,"Mountain West","Pacific-12"
"349",2021-11-13,"Campbell",56,"Duke",67,11,"Duke",0,"Atlantic Coast","Big South"
"350",2021-11-13,"Carver",44,"Nicholls St.",101,57,"Nicholls St.",0,"Southland",NA
"351",2021-11-13,"Central Michigan",66,"DePaul",99,33,"DePaul",0,"Big East","Mid-American"
"352",2021-11-13,"Champion Christian",62,"Northwestern St.",91,29,"Northwestern St.",0,"Southland",NA
"353",2021-11-13,"Colgate",74,"N.C. State",77,3,"N.C. State",0,"Big Sky","Patriot League"
"354",2021-11-13,"Coppin St.",54,"Connecticut",89,35,"Connecticut",0,"Big East","Mid-Eastern Athletic"
"355",2021-11-13,"Dartmouth",69,"Georgetown",60,-9,"Georgetown",0,"Big East","Ivy League"
"356",2021-11-13,"Davidson",60,"San Francisco",65,5,"San Francisco, CA",1,"West Coast","Atlantic 10"
"357",2021-11-13,"Delaware",83,"Siena",63,-20,"Siena",0,"Metro Atlantic Athletic","Colonial Athletic Association"
"358",2021-11-13,"Detroit Mercy",73,"Toledo",81,8,"Toledo",0,"Mid-American","Horizon League"
"359",2021-11-13,"Eastern Kentucky",77,"Milwaukee",71,-6,"Milwaukee",0,"Horizon League","Atlantic Sun"
"360",2021-11-13,"Evansville",43,"Belmont",81,38,"Belmont",0,"Ohio Valley","Missouri Valley"
"361",2021-11-13,"Florida Gulf Coast",77,"Loyola Chicago",89,12,"Loyola Chicago",0,"Missouri Valley","Atlantic Sun"
"362",2021-11-13,"Gardner Webb",69,"Arkansas",86,17,"Arkansas",0,"Southeastern","Big South"
"363",2021-11-13,"George Washington",55,"UC San Diego",75,20,"UC San Diego",0,"Big West","Atlantic 10"
"364",2021-11-13,"Georgia",68,"Cincinnati",73,5,"Cincinnati",0,"American Athletic","Southeastern"
"365",2021-11-13,"Georgia Southern",53,"South Florida",41,-12,"South Florida",0,"American Athletic","Sun Belt"
"366",2021-11-13,"Hartford",79,"Army",86,7,"Durham, NC",1,"Patriot League","America East"
"367",2021-11-13,"Harvard",87,"Iona",90,3,"Iona",0,"Metro Atlantic Athletic","Ivy League"
"368",2021-11-13,"Hofstra",73,"Duquesne",63,-10,"Duquesne",0,"Atlantic 10","Colonial Athletic Association"
"369",2021-11-13,"Howard",76,"Bradley",64,-12,"Bradley",0,"Missouri Valley","Mid-Eastern Athletic"
"370",2021-11-13,"Illinois Chicago",74,"Valparaiso",70,-4,"Valparaiso",0,"Missouri Valley","Horizon League"
"371",2021-11-13,"Lamar",75,"Miami OH",104,29,"Miami OH",0,"Mid-American","Western Athletic"
"372",2021-11-13,"Life Pacific",60,"Cal St. Bakersfield",85,25,"Cal St. Bakersfield",0,"Big West",NA
"373",2021-11-13,"Lipscomb",93,"South Carolina St.",81,-12,"Charleston, SC",1,"Mid-Eastern Athletic","Atlantic Sun"
"374",2021-11-13,"Loyola MD",72,"Charleston",79,7,"Charleston",0,"Colonial Athletic Association","Patriot League"
"375",2021-11-13,"Mary Hardin Baylor",75,"UT Arlington",104,29,"UT Arlington",0,"Sun Belt",NA
"376",2021-11-13,"Mercer",85,"Winthrop",88,3,"Winthrop",0,"Big South","Southern"
"377",2021-11-13,"Merrimack",35,"Rutgers",48,13,"Rutgers",0,"Big Ten","Northeast"
"378",2021-11-13,"Miami Hamilton",66,"Tennessee Martin",94,28,"Tennessee Martin",0,"Ohio Valley",NA
"379",2021-11-13,"Mississippi Valley St.",66,"Cal Baptist",95,29,"Cal Baptist",0,"Western Athletic","Southwest Athletic"
"380",2021-11-13,"Monmouth",79,"Towson",71,-8,"Towson",0,"Colonial Athletic Association","Metro Atlantic Athletic"
"381",2021-11-13,"Montana",49,"Mississippi St.",86,37,"Mississippi St.",0,"Southeastern","Big Sky"
"382",2021-11-13,"Mount St. Mary's",60,"Saint Joseph's",80,20,"Saint Joseph's",0,"Atlantic 10","Northeast"
"383",2021-11-13,"Nebraska Omaha",69,"Ball St.",73,4,"Ball St.",0,"Mid-American","Summit League"
"384",2021-11-13,"New Mexico",76,"Colorado",87,11,"Colorado",0,"Pacific-12","Mountain West"
"385",2021-11-13,"NJIT",73,"Lehigh",56,-17,"Lehigh",0,"Patriot League","America East"
"386",2021-11-13,"Norfolk St.",66,"Tennessee St.",59,-7,"Atlanta, GA",1,"Ohio Valley","Mid-Eastern Athletic"
"387",2021-11-13,"North Alabama",99,"Virgin Islands",47,-52,"Virgin Islands",0,NA,"Atlantic Sun"
"388",2021-11-13,"North Carolina A&T",54,"Jacksonville",63,9,"Jacksonville",0,"Atlantic Sun","Big South"
"389",2021-11-13,"North Carolina Central",51,"Memphis",90,39,"Memphis",0,"American Athletic","Mid-Eastern Athletic"
"390",2021-11-13,"Northern Colorado",79,"Hawaii-Hilo",87,8,"Honolulu, HI",1,NA,"Big Sky"
"391",2021-11-13,"Ohio",67,"Cleveland St.",56,-11,"Cleveland St.",0,"Horizon League","Mid-American"
"392",2021-11-13,"Old Dominion",53,"James Madison",58,5,"James Madison",0,"Colonial Athletic Association","Conference USA"
"393",2021-11-13,"Pacific",61,"Hawaii",73,12,"Hawaii",0,"Big West","West Coast"
"394",2021-11-13,"Point Park",46,"Akron",102,56,"Akron",0,"Mid-American",NA
"395",2021-11-13,"Prairie View A&M",49,"Michigan",77,28,"Washington, DC",1,"Big Ten","Southwest Athletic"
"396",2021-11-13,"Regent",56,"Hampton",70,14,"Hampton",0,"Big South",NA
"397",2021-11-13,"Sacramento St.",56,"Utah",89,33,"Utah",0,"Pacific-12","Big Sky"
"398",2021-11-13,"Saint Peter's",70,"St. John's",91,21,"St. John's",0,"Big East","Metro Atlantic Athletic"
"399",2021-11-13,"South Alabama",58,"Wichita St.",64,6,"Wichita St.",0,"American Athletic","Sun Belt"
"400",2021-11-13,"Southern",73,"Tulane",70,-3,"Tulane",0,"American Athletic","Southwest Athletic"
"401",2021-11-13,"Spring Hill",41,"New Orleans",79,38,"New Orleans",0,"Southland",NA
"402",2021-11-13,"St. Thomas",91,"St. Francis NY",73,-18,"St. Francis NY",0,"Northeast","Summit League"
"403",2021-11-13,"Texas",74,"Gonzaga",86,12,"Gonzaga",0,"West Coast","Big 12"
"404",2021-11-13,"Troy",59,"Butler",70,11,"Butler",0,"Big East","Sun Belt"
"405",2021-11-13,"UCF",95,"Miami FL",89,-6,"Miami FL",0,"Atlantic Coast","American Athletic"
"406",2021-11-13,"UMass Lowell",59,"Dayton",58,-1,"Dayton",0,"Atlantic 10","America East"
"407",2021-11-13,"USC",76,"Temple",71,-5,"Temple",0,"American Athletic","Pacific-12"
"408",2021-11-13,"UTEP",71,"New Mexico St.",77,6,"New Mexico St.",0,"Western Athletic","Conference USA"
"409",2021-11-13,"Vermont",57,"Maryland",68,11,"Maryland",0,"Big Ten","America East"
"410",2021-11-13,"Wagner",58,"VCU",44,-14,"VCU",0,"Atlantic 10","Northeast"
"411",2021-11-13,"Warner",56,"Florida Atlantic",78,22,"Florida Atlantic",0,"Conference USA",NA
"412",2021-11-13,"Youngstown St.",97,"Southeast Missouri St.",79,-18,"Southeast Missouri St.",0,"Ohio Valley","Horizon League"
"413",2021-11-14,"Arkansas Baptist",60,"Little Rock",91,31,"Little Rock",0,"Sun Belt","Sun Belt"
"414",2021-11-14,"Arkansas Pine Bluff",45,"Wyoming",85,40,"Wyoming",0,"Mountain West","Southwest Athletic"
"415",2021-11-14,"Binghamton",72,"Sacred Heart",60,-12,"Sacred Heart",0,"Northeast","America East"
"416",2021-11-14,"Bluefield",72,"Elon",89,17,"Elon",0,"Colonial Athletic Association",NA
"417",2021-11-14,"Bluefield",72,"Elon",89,17,"Elon",0,"Colonial Athletic Association",NA
"418",2021-11-14,"Canisius",60,"St. Bonaventure",69,9,"St. Bonaventure",0,"Atlantic 10","Metro Atlantic Athletic"
"419",2021-11-14,"Central Connecticut",57,"Brown",75,18,"Brown",0,"Ivy League","Northeast"
"420",2021-11-14,"Delaware St.",53,"Rider",63,10,"Rider",0,"Metro Atlantic Athletic","Mid-Eastern Athletic"
"421",2021-11-14,"Drexel",60,"Syracuse",75,15,"Syracuse",0,"Atlantic Coast","Colonial Athletic Association"
"422",2021-11-14,"Dubuque",58,"Northern Iowa",95,37,"Northern Iowa",0,"Missouri Valley",NA
"423",2021-11-14,"East Tennessee St.",62,"Tennessee",94,32,"Tennessee",0,"Southeastern","Southern"
"424",2021-11-14,"Fairfield",64,"Boston College",72,8,"Boston College",0,"Atlantic Coast","Metro Atlantic Athletic"
"425",2021-11-14,"Florida St.",55,"Florida",71,16,"Florida",0,"Southeastern","Atlantic Coast"
"426",2021-11-14,"Hanover",49,"Indiana St.",90,41,"Indiana St.",0,"Missouri Valley",NA
"427",2021-11-14,"Idaho St.",51,"Seattle",77,26,"Seattle",0,"Western Athletic","Big Sky"
"428",2021-11-14,"La Sierra",54,"UC Riverside",72,18,"UC Riverside",0,"Big West",NA
"429",2021-11-14,"Lipscomb",70,"Loyola MD",65,-5,"Charleston, SC",1,"Patriot League","Atlantic Sun"
"430",2021-11-14,"Mid Atlantic Christian",47,"Longwood",93,46,"Longwood",0,"Big South",NA
"431",2021-11-14,"Minnesota",87,"Princeton",80,-7,"Asheville, NC",1,"Ivy League","Big Ten"
"432",2021-11-14,"Morgan St.",53,"George Mason",90,37,"George Mason",0,"Atlantic 10","Mid-Eastern Athletic"
"433",2021-11-14,"Oakwood",68,"Tennessee Tech",109,41,"Tennessee Tech",0,"Ohio Valley",NA
"434",2021-11-14,"Paul Quinn",60,"Southeastern Louisiana",77,17,"Southeastern Louisiana",0,"Southland",NA
"435",2021-11-14,"Penn",73,"Bucknell",68,-5,"Bucknell",0,"Patriot League","Ivy League"
"436",2021-11-14,"Peru St.",62,"Colorado St.",88,26,"Colorado St.",0,"Mountain West",NA
"437",2021-11-14,"Piedmont",57,"Kennesaw St.",81,24,"Kennesaw St.",0,"Atlantic Sun",NA
"438",2021-11-14,"Prairie View A&M",59,"Oklahoma St.",72,13,"Oklahoma St.",0,"Big 12","Southwest Athletic"
"439",2021-11-14,"Rhodes",61,"UAB",98,37,"UAB",0,"Conference USA",NA
"440",2021-11-14,"Rocky Mountain",52,"Montana St.",81,29,"Montana St.",0,"Big Sky",NA
"441",2021-11-14,"South Dakota",50,"Drake",99,49,"Drake",0,"Missouri Valley","Summit League"
"442",2021-11-14,"South Dakota St.",83,"Stephen F. Austin",71,-12,"Stephen F. Austin",0,"Western Athletic","Summit League"
"443",2021-11-14,"Texas A&M Corpus Chris",65,"Texas A&M",86,21,"Texas A&M",0,"Southeastern","Southland"
"444",2021-11-14,"Texas St.",60,"Vanderbilt",79,19,"Vanderbilt",0,"Southeastern","Sun Belt"
"445",2021-11-14,"UNC Asheville",45,"Chattanooga",75,30,"Chattanooga",0,"Southern","Big South"
"446",2021-11-14,"Western Carolina",79,"East Carolina",95,16,"East Carolina",0,"American Athletic","Southern"
"447",2021-11-14,"Western Kentucky",64,"South Carolina",75,11,"Asheville, NC",1,"Southeastern","Conference USA"
"448",2021-11-14,"Yale",44,"Seton Hall",80,36,"Seton Hall",0,"Big East","Ivy League"
"449",2021-11-15,"Alcorn St.",57,"Gonzaga",84,27,"Gonzaga",0,"West Coast","Southwest Athletic"
"450",2021-11-15,"Benedictine Mesa",48,"Northern Arizona",97,49,"Northern Arizona",0,"Big Sky",NA
"451",2021-11-15,"Bethune Cookman",55,"Utah",86,31,"Utah",0,"Pacific-12","Southwest Athletic"
"452",2021-11-15,"Bowling Green",58,"Ohio St.",89,31,"Ohio St.",0,"Big Ten","Mid-American"
"453",2021-11-15,"Bryant",70,"Clemson",93,23,"Clemson",0,"Atlantic Coast","Northeast"
"454",2021-11-15,"Buffalo",69,"North Texas",66,-3,"North Texas",0,"Conference USA","Mid-American"
"455",2021-11-15,"Carver",58,"Kennesaw St.",117,59,"Kennesaw St.",0,"Atlantic Sun",NA
"456",2021-11-15,"Central Baptist",63,"Arkansas St.",90,27,"Arkansas St.",0,"Sun Belt",NA
"457",2021-11-15,"Central Michigan",62,"Eastern Illinois",61,-1,"Eastern Illinois",0,"Ohio Valley","Mid-American"
"458",2021-11-15,"Champion Christian",66,"McNeese St.",116,50,"McNeese St.",0,"Southland",NA
"459",2021-11-15,"Colorado College",53,"Northern Colorado",93,40,"Northern Colorado",0,"Big Sky",NA
"460",2021-11-15,"Coppin St.",48,"UNC Greensboro",55,7,"UNC Greensboro",0,"Southern","Mid-Eastern Athletic"
"461",2021-11-15,"Denver",63,"IUPUI",47,-16,"San Antonio, TX",1,"Horizon League","Summit League"
"462",2021-11-15,"Erskine",41,"Wofford",98,57,"Wofford",0,"Southern",NA
"463",2021-11-15,"Franciscan",54,"St. Francis PA",100,46,"St. Francis PA",0,"Northeast",NA
"464",2021-11-15,"Furman",89,"Belmont",95,6,"Belmont",0,"Ohio Valley","Southern"
"465",2021-11-15,"Grambling St.",61,"New Mexico",86,25,"New Mexico",0,"Mountain West","Southwest Athletic"
"466",2021-11-15,"Holy Cross",68,"Quinnipiac",76,8,"Quinnipiac",0,"Metro Atlantic Athletic","Patriot League"
"467",2021-11-15,"Idaho",62,"Fresno St.",69,7,"Fresno St.",0,"Mountain West","Big Sky"
"468",2021-11-15,"Illinois",66,"Marquette",67,1,"Marquette",0,"Big East","Big Ten"
"469",2021-11-15,"Jarvis Christian",61,"Louisiana Tech",91,30,"Louisiana Tech",0,"Conference USA",NA
"470",2021-11-15,"Kentucky Christian",57,"Morehead St.",82,25,"Morehead St.",0,"Ohio Valley",NA
"471",2021-11-15,"Knox",37,"SIU Edwardsville",75,38,"SIU Edwardsville",0,"Ohio Valley",NA
